message_id,dm_ntype,dm_stype,emergency_level,issued_at,issuing_agency,message_content
231422,산불,,안전안내,2025-03-22 16:07:28,의령군,오늘 14:12경 의령군 봉수면 삼가리 11-2 인근 제방 화재발생. 인근 지역으로 확산중. 인근 주민은 안전한 곳으로 대피하시기 바랍니다. 
233710,산불,,안전안내,2025-04-08 09:10:59,산청군,산불 피해 사유시설 조사기간 안내 ▲ 기간: ~ 2025. 4. 15.까지 ▲ 피해접수: 해당 면사무소 ▲ 정해진 기한 내 빠짐없이 신청바람. 
232390,산불,,안전안내,2025-03-28 09:00:29,전남도청,"산불재난 국가위기경보 ‘심각’ 단계, 강풍과 건조한 날씨로 대형산불 번질 위험 높음 ▲영농부산물 및 쓰레기 소각, 산에서 흡연 등 절대 금지바랍니다. "
248524,폭염,,안전안내,2025-08-31 14:35:07,보은군,폭염지속으로 온열질환 우려 △낮시간 영농 및 실외작업 자제 △외출 시 양산과 물을 휴대하여 온열질환 예방바랍니다.
236463,기타,,안전안내,2025-06-13 08:48:48,서울특별시,"오늘 08:20경 경의중앙선 가좌역-신촌역 구간 사다리차 전도 사고로 양방향 통제 상태, 운행 상황 확인 후 열차 이용 바랍니다."
237536,폭염,,안전안내,2025-06-30 14:50:05,울산광역시,"울산지역 폭염특보 발효중, 외출 및 야외작업(논밭,공사장,단순노무 등) 자제, 폭염안전수칙(물,그늘,휴식) 준수바랍니다."
232969,산불,,안전안내,2025-04-02 11:31:00,공주시,오늘 10:49경 공주시 탄천면 삼각리 87(사장골) 인근 산불 발생. 입산 금지. 인근 주민과 등산객은 안전사고에 주의하세요. 
234810,산불,,안전안내,2025-04-16 14:05:25,창녕군,건조한 날씨로 대형 산불이 발생하기 쉽습니다▲산림 연접지 흡연 금지▲용접 작업 시 불꽃 주의▲화목보일러 재처리 철저 등 산불예방에 주의 바랍니다
243155,폭염,,안전안내,2025-07-28 10:35:37,성주군,폭염으로 온열질환 발생 위험이 높으니 ▲낮 시간대 야외활동 자제 ▲야외 작업장 온열질환 예방조치 ▲폭염 안전수칙(물·그늘·휴식)을 준수하시기 바랍니다.
235539,산불,,긴급재난,2025-04-28 14:58:32,북구,"(대피명령 발령) 14:56 북구 노곡동 산14 산불 확산. 조야동, 노곡동 주민들은 팔달초, 매천초로 대피바랍니다. "
245965,호우,,안전안내,2025-08-14 09:32:34,여주시,여주시 전역 호우주의보 발효 중. ▲ 산림·하천·계곡 등 위험지역 출입 금지 ▲ 대피 권고 시 즉시 안전한 곳으로 대피하세요.
237594,폭염,,안전안내,2025-07-01 12:49:53,영광군,"폭염주의보 발효중 ▲무더위 취약시간대 논밭·영농작업, 실외작업 자제 ▲나홀로 작업 자제 ▲폭염안전수칙(물,휴식,그늘) 준수 등 건강관리에 유의바랍니다."
240803,호우,,안전안내,2025-07-18 03:03:02,행정안전부,"오늘 01:50 경남(거제) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요."
241605,호우,,안전안내,2025-07-20 01:19:23,고양시청,"오늘 00:40분 덕양구 대자동 1214-24 통일로(국도 1호선) 비탈면 일부 유실로 대자삼거리에서 필리핀참전비까지 도로통제중, 차량은 우회바랍니다."
235615,산불,,안전안내,2025-04-29 10:11:10,달성군,"강풍과 건조한 날씨로 산불 발생 위험이 높습니다. 산불 대비 불씨 관리 철저, 입산 및 소각 행위 금지 등 안전에 유의 하시기 바랍니다. "
246906,폭염,,안전안내,2025-08-20 12:40:17,군포시,"무더위 지속 중 ▲장시간 야외활동 및 실외작업 자제 ▲그늘에서 휴식 ▲외출 시 양산, 모자 착용 ▲충분한 수분 섭취 등 건강관리에 유의하시기 바랍니다."
234175,산불,,안전안내,2025-04-11 10:37:31,무주군,"산불 재난위기경보 심각단계 발령중입니다. 산불 발생 위험이 높으니 산림 주변에서는 영농부산물, 논밭두렁, 쓰레기 등 소각을 금지하여 주시기 바랍니다."
234612,강풍,,안전안내,2025-04-13 11:39:46,괴산군,"현재 강한바람으로 비닐하우스, 간판 등 옥외시설물 고정, 낙하물 주의, 야외활동 자제 등 안전에 유의하시기 바랍니다."
248158,폭염,,안전안내,2025-08-29 10:00:28,김해시,연일 무더위가 지속되고 있습니다. ▲야외 활동 자제 ▲충분히 물 마시기 ▲그늘에서 휴식 ▲물놀이 안전사고 주의 등 건강관리 및 안전에 유의 바랍니다.
242417,폭염,,안전안내,2025-07-24 11:30:11,성동구청,오늘 최고기온 35도 예상 ▲어르신 등 노약자 안부확인 ▲사업장 온열질환 예방조치 ▲양산 사용 등 건강관리에 유의바랍니다. vo.la/HcvBpHC
238479,폭염,,안전안내,2025-07-07 14:29:47,청송군,"현재 무더운 날씨가 지속되고 있습니다. 낮 시간 야외활동을 자제하시고 충분한 물 섭취, 그늘에서 휴식을 취하는 등 건강관리에 유의하여 주시기 바랍니다."
235351,산불,,안전안내,2025-04-27 10:22:32,담양군청,강풍과 건조한 날씨로 대형산불 발생 위험이 높은 상황입니다. ▲산림 주변 소각행위 금지▲화기소지 입산 금지 등 산불예방에 동참해 주시기 바랍니다.
237794,폭염,,안전안내,2025-07-02 16:34:07,의성군,"폭염 대비 안전관리 유의
△낮 시간 실외작업, 영농활동 자제
△충분한 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
240253,호우,,안전안내,2025-07-17 13:12:13,합천군,"현재 합천군 관내 많은비가 내리고 있습니다. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요."
246398,폭염,,안전안내,2025-08-17 09:02:17,부산광역시,폭염 지속으로 온열질환 발생 우려 ▲낮 시간대 야외활동 자제 ▲충분한 수분 섭취 ▲그늘에서 휴식 등 건강관리에 유의하시기 바랍니다.
247013,폭염,,안전안내,2025-08-21 10:00:53,경주시,무더운 날씨가 지속되고 있습니다. 야외활동을 자제하시고 충분한 수분을 섭취하시는 등 건강 관리에 각별히 유의하시기 바랍니다.
238169,폭염,,안전안내,2025-07-05 13:54:02,함평군,"폭염경보 발효, 무더위 지속중 ▲무더위 취약시간대 논밭 영농작업 및 야외활동 자제 ▲폭염안전수칙(물,그늘,휴식) 준수 등 건강관리에 유의바랍니다."
240841,홍수,,안전안내,2025-07-18 08:53:06,함평군,함평군 학교면 원고막마을~송암마을 통로박스 호우로 인해 도로 통제하오니 우회바랍니다.
238927,폭염,,안전안내,2025-07-10 13:44:00,김포시,"김포시 폭염 경보
무더위가 지속되고 있으니 ▲논, 밭 등 야외활동 자제▲충분한 물 섭취▲그늘에서 충분한 휴식을 취하면서 건강관리에 유의하시기 바랍니다."
240759,호우,,안전안내,2025-07-17 21:42:12,담양군,"현재 광주호 초당 30톤 이내로 방류중입니다. 하천 수위가 높아질것으로 예상됨에 따라, 고서면 인근 주민은 문예회관으로 대피하시기 바랍니다."
248650,호우,,안전안내,2025-09-01 16:52:53,진안군,"주천면 중심으로 많은 비가 내리고 있습니다. ▲하천변, 급경사지 등 위험지역 접근금지 ▲차량운행시 침수지역 접근금지 등 안전에 유의바랍니다."
231189,대설,,안전안내,2025-03-18 06:29:11,예천군,"새벽에 내린 눈으로 도로 결빙이 우려되니 낙상사고 주의, 출근 시 감속운전 및 안전거리 유지 등 안전에 유의하시기 바랍니다. "
233785,건조,,안전안내,2025-04-08 13:44:57,울산광역시,오늘 건조한 날씨와 강한 바람으로 산불 발생 위험이 높습니다. ▲산림주변 소각 금지 ▲담배꽁초 투기 금지 ▲입산 자제 등 산불 예방에 협조바랍니다. 
247329,폭염,,안전안내,2025-08-23 09:40:42,영주시,"무더위 지속으로 온열질환 발생 우려. 낮시간 야외 활동(운동, 공사작업, 영농작업)을 자제하시고 폭염 안전수칙(물,그늘,휴식)을 준수하시기 바랍니다."
247984,폭염,,안전안내,2025-08-27 10:11:06,동구,"최고체감온도 35도 내외의 무더위가 지속되고 있으니 가급적 야외 활동 자제, 충분한 수분 섭취, 그늘에서 휴식 등 온열질환 예방에 유의하시길 바랍니다."
241582,호우,,안전안내,2025-07-19 20:18:47,산청군,삼장면-산청읍 구간 국도 59호선 통행 불가하니 우회하시기 바랍니다
238858,폭염,,안전안내,2025-07-10 10:00:36,창원시,"폭염지속. 낮시간(11시~17시) 외출 및 야외작업(논밭, 건설현장 등) 자제. 모자, 양산쓰기, 물마시기, 휴식하기 등 폭염안전수칙준수."
233384,산불,,안전안내,2025-04-05 20:04:41,산청군,"산불 피해지원상담 중앙(경남)합동지원센터 안내 ■시간: 08~20시(주말, 공휴일도 운영) ■장소: 시천게이트볼장 ■피해시설 복구 및 보험 지급 상담 등"
236803,호우,,안전안내,2025-06-20 15:05:32,행정안전부,"오늘 16:00 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 하천 범람에 유의."
233902,기타,,안전안내,2025-04-09 10:36:18,한국수자원공사,4.9일 14시부터 16시까지 설비점검차 임하조정지댐 최대 초당 14톤 수문방류 시행. 인명 및 시설물 피해 없도록 대비하여 주시기 바랍니다. 
246531,폭염,,안전안내,2025-08-17 14:23:20,화성시청,무더위로 인한 온열질환자 발생 우려 ▲취약시간대 야외활동 자제 ▲폭염 안전수칙 준수 ▲물놀이 안전수칙 준수 등 안전에 유의바랍니다.
235853,산불,,안전안내,2025-05-01 10:01:53,임실군,"금일 건조주의보 발효, 산불 발생 위험이 높으니 ▲산림주변 영농부산물, 쓰레기 소각행위 금지 ▲산림내 인화물질 소지 금지▲산불 발생 시 즉시 신고"
235582,화재,,안전안내,2025-04-28 19:58:42,동구청,"오늘 19:32경 동구 도동 212번지 공장 화재 발생, 현장 접근을 금지하며 인근 주민은 창문을 닫고 외출을 자제하시기 바랍니다."
247863,호우,,안전안내,2025-08-26 07:23:15,군산시,"오늘 06:50 군산시 호우경보 발효. 도로침수, 나무 쓰러짐, 토사 유출 등 위험지역에 접근을 금지하시고 출근길 교통안전에 유의하여 주시기 바랍니다."
235821,산불,,안전안내,2025-04-30 17:20:57,문경시,"한 번의 실수가 대형산불로 번질 수 있습니다. 논밭두렁, 영농부산물, 쓰레기소각금지, 산림주변 불씨취급 주의 등 산불예방에 적극 협조하여 주시기바랍니다."
239489,산사태,,안전안내,2025-07-13 23:16:46,강서구,"금일 22시 37분 부로(성북동, 송정동)
산사태주의보 발령. 산림주변 접근 자제, 대피명령이 있을 시 지정된 대피소로 신속히 대피하시기 바랍니다."
239087,폭염,,안전안내,2025-07-11 14:02:11,영천시,"무더위로 온열질환 발생위험이 높습니다. 폭염 취약시간대 논밭작업 금지, 충분한 휴식, 수분섭취, 이웃 및 부모님 안부 확인등 건강관리에 유의 바랍니다."
233024,산불,,안전안내,2025-04-02 16:14:19,태백시,건조한 날씨로 인해 산불발생 위험이 매우 높습니다. ▲산불 발견 시 즉시 신고 ▲쓰레기 소각 행위 금지 ▲산림 주변 불씨 취급에 주의하시기 바랍니다. 
239707,호우,,안전안내,2025-07-16 17:35:15,영광군,"오늘밤부터 많은 비가 예보되어 있습니다. 축대, 배수로등을 사전 점검하시고, 하천변, 경사지 등 위험지역 접근을 자제해 주시기 바랍니다."
246002,산사태,,안전안내,2025-08-14 10:32:43,가평군,"8월 14일 10:15부로 가평군 가평읍, 청평,조종,상,북면 지역 산사태 경보가 주의보로 하향되어 주민대피명령을 해제합니다."
246335,폭염,,안전안내,2025-08-16 13:01:00,의성군,"폭염 대비 안전관리 철저
△낮 시간 논·밭,야외작업 자제 
△충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
247328,기타,,안전안내,2025-08-23 09:36:23,포항시,"물놀이 안전수칙 안내 △구명조끼, 준비운동 필수 △야간/음주 수영 금지 △해파리 쏘임 주의 △위험지역 접근 금지 등 안전수칙 준수 바랍니다."
232548,산불,,안전안내,2025-03-29 13:09:18,신안군,"산불재난 국가위기경보 심각단계 발령, 강풍과 건조한 날씨가 이어지고 있습니다. 불법소각금지, 성묘 입산자제 등 각별한 주의를 요합니다. "
239480,산사태,,안전안내,2025-07-13 21:54:46,밀양시,오늘 밀양시 지역 산사태 주의보 발령. 호우로 산사태위험이 높으니 대피명령이 있을 시 산림과 떨어진 지정된 대피소로 대피하시기 바랍니다.
246055,폭염,,안전안내,2025-08-14 14:02:50,산청군,무더운 날씨가 지속되고 있습니다 ▲수해복구·야외활동(하우스작업 등) 시 ▲수분 섭취 및 휴식 ▲무더위시간대 작업 중지 ▲건강 관리 유의 바랍니다.
248541,호우,,안전안내,2025-08-31 16:45:53,남해군,"남해군 현재 무더위 지속중이나 저녁부터 곳에 따라 강한비 예상▲하천변, 급경사지, 산사태 위험지역 접근 금지▲해안가 저지대 침수 등 안전에 유의바랍니다."
237864,폭염,,안전안내,2025-07-03 11:19:59,아산시,"폭염 지속 중. 폭염안전수칙(물, 그늘, 휴식)을 준수하시고, 논밭, 공사장 작업등 야외작업을 자제하시고 건강관리에 유의바랍니다."
234795,산불,,안전안내,2025-04-16 10:40:24,인천 서구청,"건조한 날씨와 강풍으로 산불 발생 위험이 높습니다. 산림 주변 소각행위 등 금지, 성묘 입산을 자제하여 주시기 바랍니다."
240650,홍수,,안전안내,2025-07-17 18:50:56,영산강홍수통제소,"오늘 18:50 화개천 하동군(가탄교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/iKiHELx"
243242,폭염,,안전안내,2025-07-28 14:01:45,신안군,"무더운 날씨가 지속 ▲논·밭, 공사현장 등 야외 작업 자제 ▲폭염예방수칙(물, 그늘, 휴식) 준수 ▲양산 착용 등 건강 관리에 유의하시기 바랍니다."
238225,폭염,,안전안내,2025-07-06 10:00:02,진안군,"무더위가 계속되고 있습니다. ▲가급적 외출자제 ▲야외작업(논밭작업, 공사현장 등) 자제 ▲충분한 수분섭취 등 건강에 유의하시기 바랍니다."
235679,산불,,안전안내,2025-04-29 15:08:35,문경시,"우리시 건조경보 발효중으로 산불발생 위험이 매우 높습니다. 쓰레기, 영농부산물 소각금지 등 산불이 발생하지 않도록 주의하여 주시기 바랍니다. "
240919,호우,,안전안내,2025-07-18 17:20:12,세종시청,"세종지역 18~19일 많은 비 예상 ▲산사태 위험지역, 하천 산책로, 저지대 등 출입금지 ▲위험 발생 즉시 대피 ▲외출자제 등 안전에 유의하세요."
246931,폭염,,안전안내,2025-08-20 13:28:23,달성군,"폭염경보 발효 중 ▲낮 시간대 논, 밭, 건설현장 등 야외활동 자제, ▲폭염 안전수칙(물, 그늘, 휴식) 준수 등 건강관리에 유의 하시기 바랍니다."
247559,폭염,,안전안내,2025-08-24 11:00:08,경상남도,"도내 폭염특보 발효중으로 한낮 야외 활동 자제, 무더위쉼터 이용, 폭염 예방수칙(물,그늘,휴식,보냉장구,응급조치)준수 등 안전관리에 유의 바랍니다."
231544,가축질병,,안전안내,2025-03-23 14:02:25,전라남도,"도내 축산농가에서 구제역 발생, 확산뱡지를 위해 발생 시군과 축산농가 방문을 자제하여 주시기 바랍니다. "
234670,산불,,안전안내,2025-04-14 09:50:42,남양주시,산불 예방을 위해 △영농부산물과 쓰레기 논·밭두렁에서의 소각 행위 △산림연접지 담배·라이터·성냥 등 인화물질 소지를 절대 금지해주시기 바랍니다.
242502,폭염,,안전안내,2025-07-24 15:28:34,임실군,"현재 폭염경보 발효 중 ▲야외작업 자제 ▲충분한 수분 섭취와 휴식 ▲현기증, 메스꺼움 증상 시 즉시 작업 중지 등 건강에 유의하시기 바랍니다."
247049,폭염,,안전안내,2025-08-21 11:07:56,의성군,"폭염 대비 안전관리 유의
△무더위 취약시간대 영농활동, 실외작업 자제 
△충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
248448,폭염,,안전안내,2025-08-31 10:00:38,충청남도,"무더위 장기화로 온열질환자가 급증하고 있습니다. 논밭·야외작업 등 무리한 작업은 자제하고, 가까운 무더위 쉼터에서 휴식하며 건강에 유의하시기 바랍니다."
241722,호우,,안전안내,2025-07-20 11:05:59,의정부시,호우로 훼손된 하천 시설 복구 작업(대형장비 진입) 및 부유물 제거로 위험하오니 복구 완료(일주일 소요)까지 하천 출입을 삼가주시기 바랍니다.
247970,폭염,,안전안내,2025-08-27 09:49:29,보성군,"한낮 무더위가 매우 심해지고 있으니, 무더위 취약시간대 영농 작업 등 실외 활동 자제, 물놀이 안전수칙 준수 등 건강관리에 유의바랍니다."
236079,강풍,,안전안내,2025-05-09 13:45:15,무주군,"오늘 강한 바람과 비가 오고 있으니 공사용 가설물, 간판, 비닐하우스 등 시설물의 철저한 관리와 이동시 낙하물 등에 다치지 않도록 유의하시기 바랍니다."
238217,폭염,,안전안내,2025-07-06 09:34:43,울산광역시,"울산지역 폭염특보 발효중, 외출 및 야외작업(논밭,공사장,단순노무 등) 자제, 폭염안전수칙(물,그늘,휴식)준수바랍니다."
247435,폭염,,안전안내,2025-08-23 13:49:12,장성군,"무더위가 지속되고 있습니다. ▲폭염안전수칙(물,그늘,휴식) 준수 ▲야외에서는 양산을 착용하여 자외선 차단 등 건강에 유의 바랍니다."
234963,강풍,,안전안내,2025-04-19 12:20:54,화성시,"오늘 화성시 전역 강풍을 동반한 비가 예상됩니다. 실외활동을 자제하시고, 간판 등 낙하물로 의한 피해가 발생하지 않도록 안전에 유의하시기 바랍니다."
233106,산불,,안전안내,2025-04-03 13:16:20,달성군,건조한날씨가 지속되고 있어 산불발생위험이 높으니 ▲폐기물등 불법소각금지▲입산시 화기물 소지 및 흡연금지등 주의 사항을 반드시 지켜 주시기 바랍니다 
247951,폭염,,안전안내,2025-08-26 14:00:48,경상남도,"도내 폭염특보 발효중으로 한낮 야외 활동 자제, 무더위쉼터 이용, 폭염 예방수칙(물,그늘,휴식,보냉장구,응급조치)준수 등 안전관리에 유의 바랍니다."
235580,산불,,안전안내,2025-04-28 19:20:57,대구광역시,금일 14:01경 북구 조야동 인근에 산불이 발생하여 확산중으로 인근 주민은 안전사고에 유의하시기 바랍니다. 
248569,호우,,안전안내,2025-09-01 07:17:59,의왕시,"의왕지역 호우주의보 발효 중.▲하천변, 급경사지 등 위험지역 접근금지▲차량운행시 침수지역·지하차도 진입금지▲가급적 대중교통 이용 등 안전에 유의바랍니다."
234576,산불,,안전안내,2025-04-13 09:11:32,남양주시,산불재난 국가위기경보 심각단계 △산림연접지 영농부산물·쓰레기 소각금지 △성묘·등산 등 입산 자제 △인화물 소지금지 등 산불예방에 참여 바랍니다.
233781,산불,,안전안내,2025-04-08 13:24:37,산청군,"산불 피해지원상담 중앙(경남)합동지원센터 안내 ■시간: 08~20시(주말, 공휴일도 운영) ■장소: 시천게이트볼장 ■피해시설 복구 및 보험 지급 상담 등"
233405,산불,,안전안내,2025-04-06 09:50:39,창녕군,"산불예방 군민행동요령 안내 ▲쓰레기, 영농부산물 소각금지 ▲산림 내 취사 및 흡연 금지▲산불 발견 시 신고 등 안전관리에 유의해 주시기 바랍니다."
239769,호우,,안전안내,2025-07-16 23:52:40,서천군,마서면 장선지하차도 통제. 호우경보에 따른 자동차단시설 작동중. 우회하시기 바랍니다.
233202,산불,,안전안내,2025-04-04 10:30:46,남구,"산불예방을 위해 4월1일부터 앞산, 산성산 일원 입산(등산로)통제함을 알려드립니다.(사찰, 케이블카, 앞산전망대가는길 제외) "
246852,폭염,,안전안내,2025-08-20 10:03:19,안동시,"최고 체감온도 34℃ 전망▲야외작업장 예방조치▲낮시간대 야외활동 자제(농작업, 체육활동 등)▲충분한 수분 섭취▲그늘에서 휴식 등 안전에 유의바랍니다"
237780,폭염,,안전안내,2025-07-02 15:47:59,영덕군,"오늘 영덕군 폭염경보 발효 중. ▲논, 밭, 건설현장 등 야외작업 자제, ▲충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의."
232639,기타,,안전안내,2025-03-30 10:43:47,함평군,"3.30.(일) ~ 4.1.(화) 해수면 수위차가 큰 대조기로 해안가 저지대 지역의 침수, 범람 우려가 있으므로 안전에 유의하시기 바랍니다. "
246237,폭염,,안전안내,2025-08-15 16:57:54,의성군,"폭염 대비 안전관리 유의
△밤사이 열대야 지속
△수분과 염분 충분히 섭취 등 건강관리에 유의하시기 바랍니다."
232357,산불,,긴급재난,2025-03-27 16:27:19,청송군,"(대피명령 발령) 안동 송사리 산불이 확산됨에 따라 안덕면 고와리, 지소리, 신성리, 노래리, 근곡리 주민은 안덕중학교로 대피하여 주시기 바랍니다. "
234240,산불,,안전안내,2025-04-11 15:34:48,창원시,산불 위기경보 심각단계 발령 중입니다.▲산림 주변 소각행위 금지▲등산로 입산 통제 확대 시행 등 산불 예방에 협조 바랍니다.
235797,산불,,안전안내,2025-04-30 14:44:00,달성군,건조한 날씨가 지속되어 산불 발생 위험이 매우 높으므로 불법 소각 행위 금지 및 입산 자제 등 산불 예방을 위해 많은 협조 부탁 드립니다.
234603,강풍,,안전안내,2025-04-13 10:59:51,포항시,강풍 및 높은 파도가 지속중입니다. ▲낙하위험물 고정 ▲농·축·수산시설 고정 ▲어선·선박 결속 ▲해안가 접근 금지 등 안전사고에 주의하세요. 
242007,폭염,,안전안내,2025-07-22 11:22:01,부여군,"부여군 폭염경보 발효중으로 온열질환 위험이 높으니 논밭작업, 공사현장 야외 활동을 자제해주시고, 수시로 수분을 섭취하여 건강에 유의하시기 바랍니다."
240940,호우,,안전안내,2025-07-18 17:56:02,상주시,"상주시 호우주의보 발효 ▲급경사지, 하천변, 산사태취약지역, 농수로 등 위험지역 접근 금지 ▲위험징후 시 즉시 대피 ▲외출 자제 등 안전에 유의바랍니다."
242779,폭염,,안전안내,2025-07-26 10:16:27,옥천군,"연일 옥천군 지역에 폭염 지속 중 △온열질환 발생이 높아짐에 따라 야외활동(작업) 자제하시고 폭염예방수칙(물,그늘,휴식)을 준수하시기 바랍니다."
231433,산불,,안전안내,2025-03-22 16:44:01,안산시,"산불재난 국가위기경보 경계 단계가 발령되었으니, 산불예방 등 화재 유의하시고, 산불 발견 시 즉시 신고하여 주시기 바랍니다. "
239755,산사태,,안전안내,2025-07-16 21:57:12,서천군,산사태주의보 발령. 오늘 서천군 전역에 비가 많이 내려 산사태가 우려되니 산림 주변에서는 야외 활동을 자제하시고 산에 있을 경우 산림 밖으로 피하세요.
248184,폭염,,안전안내,2025-08-29 10:42:38,경상북도,"폭염특보 발효로 온열질환 발생 위험. 야외 활동 자제, 사업장 온열질환 예방조치, 충분한 수분 섭취, 그늘에서 휴식 등 건강관리에 유의바랍니다."
233953,산불,,안전안내,2025-04-09 14:06:54,남해군,"현재 건조한 날씨와 강풍으로 대형산불 발생 위험이 높습니다.▲산림주변 논밭두렁 소각 금지▲담배꽁초 투기 금지▲성묘,입산 자제 등 산불예방에 협조바랍니다."
241630,홍수,,안전안내,2025-07-20 03:06:06,한강홍수통제소,"오늘 03:00 공릉천 고양시(원당교)지점 홍수경보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/tCPiMcm"
241176,호우,,안전안내,2025-07-19 09:24:26,남원시,현재 우리시 호우경보 발효(08:20)로 인하여 산내면 람천교 일원 하천범람 및 교량 붕괴위험이 예상되니 즉시 대피하여 주시기 바랍니다.
240631,기타,,안전안내,2025-07-17 18:30:21,동구청,"집중호우로 인해 18:00부터 성남지하차도 양방향 전면 통제 중입니다. 교통정보를 미리 확인하시고, 우회 도로를 이용해 주세요."
247664,폭염,,안전안내,2025-08-25 09:38:14,예천군,"무더위 지속으로 온열질환 발생 우려가 있습니다. 낮시간 야외 활동(공사작업, 영농작업)을 자제하시고 폭염 안전수칙(물,그늘,휴식)을 준수하시기 바랍니다."
232794,산불,,안전안내,2025-03-31 16:16:04,인제군,건조한 날씨와 강풍으로 작은 부주의가 대형산불로 확대되고 있습니다. 산림주변 영농부산물 불법 소각 및 입산시 화기물 소지 금지 바랍니다. 
238474,폭염,,안전안내,2025-07-07 14:10:02,담양군,"한 낮 무더위로 온열질환위험이 높으니 논, 밭, 건설현장 등 야외 작업 자제하여 주시고 부득이 작업할 경우 수분 섭취 및 휴식 등 건강에 유의바랍니다."
245879,호우,,안전안내,2025-08-13 18:26:57,행정안전부,"오늘 18:30 충남(태안,서산) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요."
233604,기타,,안전안내,2025-04-07 15:14:35,고양시,"최근 건조한 기후로 인해 산불 및 비닐하우스 등 화재가 빈번하게 발생하고 있습니다. 쓰레기, 농작물 등의 소각 행위를 삼가주시기 바랍니다."
242034,폭염,,안전안내,2025-07-22 13:18:44,의왕시,"현재 의왕시 폭염주의보 발효 중▲ 낮시간 논·밭작업, 야외활동 자제▲폭염 안전수칙(물,그늘,휴식)준수▲부모님께 안부전화 드리기 등 안전에 유의바랍니다."
240679,홍수,,안전안내,2025-07-17 19:29:56,영산강홍수통제소,"오늘 19:30 영산강 나주시(나주대교)지점 홍수경보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/AsDNOHW"
237871,폭염,,안전안내,2025-07-03 11:51:34,부여군,폭염 영향예보 경고단계▲열사병 등 온열질환 주의▲12시~17시 사이 야외활동 가급적 중지▲수분과 염분 자주 섭취▲그늘에서 충분한 휴식을 권장합니다.
238768,폭염,,안전안내,2025-07-09 13:10:40,곡성군,"우리지역 낮 최고기온 34도. 폭염 안전수칙(물, 그늘, 휴식)을 준수하고 하우스, 논밭 작업, 공사장 작업 등 야외 작업은 자제하여 주시기 바랍니다."
233463,산불,,안전안내,2025-04-06 14:10:26,구례군,건조한 날씨와 강풍으로 산불발생 위험이 높습니다. ▲입산 시 화기 소지 금지 ▲담배꽁초 투기 금지 ▲소각행위 절대 금지 등 산불예방에 협조바랍니다.
248349,폭염,,안전안내,2025-08-30 11:31:01,장수군,"무더위가 지속되고 있습니다. ▲야외작업(논밭작업, 공사현장 등)자제, ▲폭염 안전수칙(물,그늘,휴식)준수등 건강관리에 유의바랍니다."
242964,폭염,,안전안내,2025-07-27 10:03:07,화성시청,오늘 화성시 전역 최고 기온 35도 내외. 낮 시간대 외출 및 야외 작업 등을 자제하시고 그늘에서 휴식을 취하는 등 건강 관리에 유의하시기 바랍니다.
237557,폭염,,안전안내,2025-07-01 10:04:30,영덕군,"금일 영덕군 폭염경보 발효 중. ▲논, 밭, 건설현장 등 야외작업 자제, ▲충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의."
247237,폭염,,안전안내,2025-08-22 13:01:22,거제시,"거제시 폭염특보 발효 중. ▲야외활동(논밭, 공사장 등) 자제. ▲폭염 3대 기본수칙 준수(물,그늘,휴식) ▲온열질환 예방 등 건강관리에 유의바랍니다."
232709,건조,,안전안내,2025-03-30 17:19:19,삼척시,건조한 날씨가 계속되고 있습니다. 산림인접지에서 ▲소각행위 금지 ▲산행시 화기물 소지 금지 ▲불씨 또는 연기 발견시 즉시 신고하여 주시기 바랍니다.
240830,호우,,안전안내,2025-07-18 07:51:05,나주시,영산강 강변도로 일원(삼영동 부영아파트 인근) 도로 통제 중이니 우회 도로 이용 바랍니다.
246588,폭염,,안전안내,2025-08-18 10:31:36,청송군,"현재 무더운 날씨가 지속되고 있습니다. 논밭 등 야외활동 자제, 무더위쉼터 이용, 폭염안전수칙(물,그늘,휴식) 준수 등 건강관리에 유의하시기 바랍니다."
242418,폭염,,안전안내,2025-07-24 11:37:35,상주시,"상주시 폭염경보 발효중입니다. 야외 활동 자제, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요."
238972,폭염,,안전안내,2025-07-10 15:20:51,창녕군,"무더운 날씨가 지속되고 있습니다▲무더위 취약시간, 하던 일을 멈추고 쉬는 것이 중요 ▲폭염 안전수칙(물, 그늘, 휴식) 준수 ▲부모님께 안부전화 드리기"
